order_id,order_date,customer_id,customer_name,customer_type,city,occasion,channel,payment_method,product_category,product_name,quantity,unit_price_inr,gross_revenue_inr,discount_pct,discount_amt_inr,net_revenue_inr,cogs_inr,delivery_cost_inr,marketing_cost_inr,workforce_cost_inr,spoilage_cost_inr,total_cost_inr,profit_loss_inr,delivery_time_mins,delivery_status,customer_rating,complaint_type,workforce_assigned,is_repeat_customer
BKG-11020,2023-03-18 08:34:00,CUST02917,Rajan Verma,New,Bangalore,Baby Shower,App,Cash on Delivery,Pastries,Fruit Danish,3,255.62,766.86,0.109,83.59,683.27,365.38,313.8,245.16,213.95,24.96,1163.25,-479.98,60,Delivered,3.7,No Complaint,1,0
BKG-10190,2023-03-18 23:37:00,CUST01658,Priya Reddy,Returning,Pune,Baby Shower,Website,UPI,Custom Cakes,Butterscotch Custom,1,3249.38,3249.38,0.024,77.99,3171.39,2116.1,312.04,115.01,253.66,42.6,2839.41,331.98,59,Delivered,3.7,Incorrect Customization,1,1
BKG-11002,2023-03-20 01:14:00,CUST05025,Shreya Verma,New,Delhi,Anniversary,In-Store,Debit Card,Custom Cakes,Red Velvet Custom,2,1524.76,3049.52,0.097,295.8,2753.72,1664.02,344.5,265.03,251.13,229.0,2753.68,0.04,44,Delivered,3.9,No Complaint,2,0
BKG-10688,2023-03-20 03:43:00,CUST04006,Karan Reddy,New,Kolkata,Birthday,App,Net Banking,Hampers & Combos,Birthday Combo Box,3,2329.37,6988.11,0.143,999.3,5988.81,4515.71,267.03,273.25,135.2,31.22,5222.41,766.4,75,Delivered,3.9,No Complaint,2,0
BKG-10027,2023-03-20 05:11:00,CUST04394,Shreya Iyer,New,Delhi,Wedding,Website,Cash on Delivery,Cookies & Bars,Walnut Fudge Bar,1,240.22,240.22,0.097,23.3,216.92,119.2,209.36,346.09,264.64,6.31,945.6,-728.68,46,Delivered,4.7,No Complaint,1,0
BKG-10822,2023-03-20 07:08:00,CUST03558,Vikram Verma,New,Bangalore,Anniversary,Phone,UPI,Pastries,Chocolate Eclair,1,376.16,376.16,0.098,36.86,339.3,203.85,131.12,340.73,188.55,83.87,948.12,-608.82,65,Delivered,3.9,Incorrect Customization,2,0
BKG-10997,2023-03-20 07:08:00,CUST05521,Amit Mehta,New,Mumbai,Corporate,App,UPI,Pastries,Lemon Tart,1,466.66,466.66,0.046,21.47,445.19,237.91,336.14,270.85,141.16,82.46,1068.52,-623.33,53,Cancelled,2.3,Wrong Product Delivered,1,0
BKG-10685,2023-03-20 13:37:00,CUST08962,Shreya Mehta,New,Mumbai,Valentine's Day,Website,UPI,Designer Cakes,Tier Wedding Cake,1,1811.36,1811.36,0.011,19.92,1791.44,1348.1,124.47,192.02,120.34,2.17,1787.1,4.34,87,Delivered,2.9,Damaged Packaging,1,0
BKG-11174,2023-03-20 15:09:00,CUST09294,Rajan Patel,New,Hyderabad,Valentine's Day,App,UPI,Custom Cakes,Red Velvet Custom,4,3006.0,12024.0,0.069,829.66,11194.34,7867.74,128.53,390.1,173.82,565.75,9125.94,2068.4,66,Delivered,3.2,No Complaint,1,0
BKG-10034,2023-03-20 21:28:00,CUST04248,Simran Joshi,New,Mumbai,Birthday,App,Debit Card,Cupcakes,Chocolate Fudge Cupcakes,1,438.82,438.82,0.025,10.97,427.85,239.55,264.5,215.07,191.4,102.31,1012.83,-584.98,67,Delivered,4.3,Missing Item,3,0
BKG-10579,2023-03-21 18:02:00,CUST08093,Shreya Gupta,New,Kolkata,Birthday,App,UPI,Designer Cakes,Vintage Ruffles Cake,2,2653.17,5306.34,0.024,127.35,5178.99,3892.86,430.34,193.89,193.15,250.61,4960.85,218.14,52,Delivered,4.3,Incorrect Customization,2,0
BKG-10825,2023-03-21 18:41:00,CUST05156,Karan Nair,New,Kolkata,Birthday,Website,Net Banking,Photo Cakes,Birthday Photo Cake,1,787.34,787.34,0.065,51.18,736.16,453.39,337.86,179.61,192.75,17.49,1181.1,-444.94,66,Delivered,3.3,Incorrect Customization,1,0
BKG-10962,2023-03-22 13:28:00,CUST03267,Sneha Bose,New,Mumbai,Festival,App,Cash on Delivery,Pastries,Chocolate Eclair,2,428.47,856.94,0.11,94.26,762.68,404.48,290.99,177.9,184.53,121.13,1179.03,-416.35,76,Delivered,4.4,Late Delivery,2,0
BKG-10593,2023-03-22 14:59:00,CUST00331,Rajan Kumar,Returning,Mumbai,Birthday,App,UPI,Cupcakes,Red Velvet Cupcake Box,1,238.44,238.44,0.149,35.53,202.91,108.31,157.25,116.42,123.99,3.3,509.27,-306.36,77,Delivered,3.4,No Complaint,2,1
BKG-10753,2023-03-22 15:11:00,CUST05327,Amit Singh,New,Chennai,Baby Shower,Phone,Cash on Delivery,Cookies & Bars,Choco Chip Cookies,3,193.33,579.99,0.03,17.4,562.59,266.77,328.87,311.47,251.85,38.28,1197.24,-634.65,98,Delivered,1.9,Missing Item,2,0
BKG-10084,2023-03-22 21:19:00,CUST04060,Shreya Sharma,New,Delhi,Birthday,App,UPI,Custom Cakes,Vanilla Dream Custom,1,2720.12,2720.12,0.04,108.8,2611.32,1806.02,459.59,288.99,208.02,51.95,2814.57,-203.25,65,Delivered,4.1,Late Delivery,2,0
BKG-10977,2023-03-23 12:05:00,CUST04932,Aditya Joshi,New,Hyderabad,Corporate,Phone,UPI,Cupcakes,Chocolate Fudge Cupcakes,3,686.01,2058.03,0.039,80.26,1977.77,1210.28,219.46,325.02,148.94,325.83,2229.53,-251.76,74,Returned,1.8,No Complaint,2,0
BKG-10759,2023-03-23 21:47:00,CUST07043,Arjun Patel,New,Delhi,Birthday,App,UPI,Cookies & Bars,Almond Biscotti,1,174.85,174.85,0.108,18.88,155.97,74.52,300.57,309.96,167.92,15.59,868.56,-712.59,82,Delivered,3.7,Incorrect Customization,2,0
BKG-10409,2023-03-23 23:25:00,CUST04682,Simran Iyer,New,Bangalore,Festival,Website,Debit Card,Custom Cakes,Mango Mousse Custom,1,2880.35,2880.35,0.066,190.1,2690.25,1796.3,253.43,250.99,241.09,161.74,2703.55,-13.3,77,Delivered,3.3,Late Delivery,2,0
BKG-10107,2023-03-24 01:35:00,CUST07440,Rohan Reddy,New,Kolkata,Baby Shower,In-Store,Cash on Delivery,Hampers & Combos,Birthday Combo Box,1,939.52,939.52,0.181,170.05,769.47,506.93,412.06,264.19,276.37,24.39,1483.94,-714.47,101,Delivered,3.2,Damaged Packaging,1,0
BKG-10028,2023-03-24 06:51:00,CUST06534,Arjun Sharma,New,Pune,Wedding,App,Cash on Delivery,Designer Cakes,Geode Crystal Cake,2,1589.84,3179.68,0.085,270.27,2909.41,1944.04,158.89,386.6,155.53,295.32,2940.38,-30.97,40,Delivered,3.5,Late Delivery,1,0
BKG-10895,2023-03-24 14:59:00,CUST03865,Aditya Singh,New,Delhi,Wedding,Website,UPI,Custom Cakes,Black Forest Custom,1,2189.75,2189.75,0.001,2.19,2187.56,1462.75,257.71,192.25,208.05,294.39,2415.15,-227.59,44,Delivered,3.5,Quality Issue,2,0
BKG-10884,2023-03-26 10:08:00,CUST05265,Simran Mehta,New,Delhi,Anniversary,App,Net Banking,Photo Cakes,Anniversary Photo Cake,1,1362.12,1362.12,0.094,128.04,1234.08,843.38,277.57,264.17,252.58,123.41,1761.11,-527.03,39,Delivered,3.8,Missing Item,1,0
BKG-11086,2023-03-26 16:49:00,CUST06334,Nikhil Das,New,Mumbai,Birthday,Website,UPI,Photo Cakes,Wedding Photo Cake,1,1469.39,1469.39,0.092,135.18,1334.21,918.0,224.57,394.07,124.07,82.28,1742.99,-408.78,72,Delivered,3.0,Incorrect Customization,2,0
BKG-11147,2023-03-27 05:14:00,CUST04574,Nikhil Mehta,New,Bangalore,Casual / No Occasion,Website,Net Banking,Designer Cakes,Galaxy Mirror Glaze,1,2911.78,2911.78,0.098,285.35,2626.43,1977.45,365.64,227.41,195.46,507.33,3273.29,-646.86,69,Delivered,3.3,No Complaint,1,0
BKG-10724,2023-03-27 06:47:00,CUST09383,Vikram Bose,New,Kolkata,Birthday,Website,UPI,Custom Cakes,Vanilla Dream Custom,1,1361.97,1361.97,0.058,78.99,1282.98,799.19,220.54,177.81,120.77,139.07,1457.38,-174.4,66,Delivered,4.1,No Complaint,1,0
BKG-10435,2023-03-27 11:10:00,CUST00593,Shreya Verma,Returning,Bangalore,Wedding,In-Store,Credit Card,Cupcakes,Chocolate Fudge Cupcakes,1,773.08,773.08,0.075,57.98,715.1,391.63,242.37,88.97,235.45,51.49,1009.91,-294.81,90,Delivered,2.9,No Complaint,1,1
BKG-10141,2023-03-27 20:51:00,CUST03566,Meera Nair,New,Mumbai,Casual / No Occasion,App,UPI,Designer Cakes,Galaxy Mirror Glaze,3,1471.11,4413.33,0.105,463.4,3949.93,2844.94,278.69,240.79,213.91,858.1,4436.43,-486.5,56,Cancelled,2.1,No Complaint,2,0
BKG-10091,2023-03-27 20:56:00,CUST04710,Nikhil Joshi,New,Pune,Festival,App,Debit Card,Custom Cakes,Choco Truffle Fondant,1,983.05,983.05,0.061,59.97,923.08,656.29,255.84,286.51,136.23,92.95,1427.82,-504.74,72,Delivered,2.8,Late Delivery,1,0
BKG-10442,2023-03-28 10:01:00,CUST00488,Kavya Das,Returning,Bangalore,Casual / No Occasion,Website,UPI,Designer Cakes,Vintage Ruffles Cake,2,4075.73,8151.46,0.04,326.06,7825.4,5029.2,369.11,83.7,234.54,938.16,6654.71,1170.69,77,Delivered,4.3,Late Delivery,2,1
BKG-10157,2023-03-28 11:39:00,CUST08536,Suresh Agarwal,New,Delhi,Birthday,Website,UPI,Custom Cakes,Red Velvet Custom,4,1430.42,5721.68,0.016,91.55,5630.13,3834.94,268.71,358.11,166.03,405.86,5033.65,596.48,59,Delivered,4.0,No Complaint,2,0
BKG-10563,2023-03-29 05:04:00,CUST00467,Amit Das,Returning,Mumbai,Wedding,In-Store,Credit Card,Photo Cakes,Wedding Photo Cake,1,855.35,855.35,0.026,22.24,833.11,532.47,406.39,121.81,190.07,113.65,1364.39,-531.28,72,Delivered,3.0,Late Delivery,2,1
BKG-10022,2023-03-29 19:29:00,CUST09115,Simran Gupta,New,Delhi,Birthday,App,UPI,Photo Cakes,Birthday Photo Cake,1,1424.42,1424.42,0.04,56.98,1367.44,832.73,238.15,277.49,264.95,85.99,1699.31,-331.87,69,Delivered,4.1,No Complaint,1,0
BKG-10500,2023-03-30 07:17:00,CUST01727,Kavya Kumar,Returning,Chennai,Birthday,App,UPI,Designer Cakes,Tier Wedding Cake,3,2895.43,8686.29,0.176,1528.79,7157.5,5399.16,285.97,128.86,152.82,1084.33,7051.14,106.36,63,Delivered,4.3,Quality Issue,2,1
BKG-10812,2023-03-30 20:10:00,CUST06411,Suresh Reddy,New,Bangalore,Corporate,In-Store,UPI,Designer Cakes,Galaxy Mirror Glaze,1,3150.89,3150.89,0.014,44.11,3106.78,2185.99,249.0,286.66,255.65,47.11,3024.41,82.37,98,Delivered,2.3,Late Delivery,2,0
BKG-10452,2023-03-30 20:20:00,CUST03798,Nisha Sharma,New,Chennai,Corporate,Website,Credit Card,Custom Cakes,Vanilla Dream Custom,1,1749.77,1749.77,0.082,143.48,1606.29,1045.84,286.11,161.18,154.32,154.23,1801.68,-195.39,77,Delivered,2.9,Quality Issue,1,0
BKG-10864,2023-03-31 06:19:00,CUST06174,Priya Mehta,New,Bangalore,Anniversary,Website,UPI,Custom Cakes,Butterscotch Custom,1,1098.65,1098.65,0.162,177.98,920.67,579.05,384.74,157.2,147.86,96.47,1365.32,-444.65,97,Delivered,1.5,Quality Issue,1,0
BKG-10600,2023-04-01 15:18:00,CUST08188,Nisha Mishra,New,Delhi,Birthday,Phone,Debit Card,Custom Cakes,Butterscotch Custom,1,1088.92,1088.92,0.058,63.16,1025.76,685.57,351.07,381.56,232.32,60.97,1711.49,-685.73,49,Delivered,4.1,Quality Issue,2,0
BKG-11136,2023-04-02 10:54:00,CUST00957,Nisha Mehta,Returning,Bangalore,Birthday,App,Net Banking,Photo Cakes,Baby Shower Photo Cake,2,1829.39,3658.78,0.02,73.18,3585.6,2470.0,286.83,71.11,278.28,433.91,3540.13,45.47,68,Delivered,3.5,Incorrect Customization,3,1
BKG-11200,2023-04-02 13:44:00,CUST00601,Shreya Nair,Returning,Bangalore,Baby Shower,Website,Credit Card,Custom Cakes,Mango Mousse Custom,4,1484.67,5938.68,0.011,65.33,5873.35,4088.35,197.41,100.69,211.29,203.76,4801.5,1071.85,66,Delivered,3.7,Late Delivery,2,1
BKG-10858,2023-04-03 05:35:00,CUST00458,Nisha Mehta,Returning,Kolkata,Birthday,App,UPI,Photo Cakes,Anniversary Photo Cake,1,1101.08,1101.08,0.06,66.06,1035.02,591.94,202.6,70.42,179.68,145.64,1190.28,-155.26,74,Delivered,4.4,Quality Issue,3,1
BKG-10928,2023-04-03 09:08:00,CUST04033,Ananya Reddy,New,Pune,Birthday,App,Cash on Delivery,Cookies & Bars,Almond Biscotti,1,323.52,323.52,0.084,27.18,296.34,151.38,162.61,228.17,264.29,4.18,810.63,-514.29,62,Delivered,3.8,Quality Issue,1,0
BKG-10300,2023-04-03 11:51:00,CUST09439,Nisha Mishra,New,Delhi,Festival,App,Credit Card,Designer Cakes,Galaxy Mirror Glaze,1,1684.77,1684.77,0.117,197.12,1487.65,1090.39,392.64,326.88,159.86,203.75,2173.52,-685.87,49,Delivered,3.8,No Complaint,2,0
BKG-10892,2023-04-03 19:43:00,CUST01410,Priya Das,Returning,Chennai,Anniversary,Website,Debit Card,Custom Cakes,Choco Truffle Fondant,2,1926.33,3852.66,0.166,639.54,3213.12,2093.48,148.02,117.17,203.19,235.35,2797.21,415.91,66,Delivered,4.0,Quality Issue,2,1
BKG-11060,2023-04-04 23:04:00,CUST06955,Rohan Nair,New,Kolkata,Birthday,Website,UPI,Custom Cakes,Butterscotch Custom,3,2388.05,7164.15,0.084,601.79,6562.36,4623.72,262.26,362.53,155.89,662.01,6066.41,495.95,87,Delivered,4.3,Late Delivery,2,0
BKG-10186,2023-04-05 08:18:00,CUST08806,Amit Nair,New,Delhi,Anniversary,App,Cash on Delivery,Photo Cakes,Graduation Photo Cake,2,1569.11,3138.22,0.077,241.64,2896.58,1743.56,267.39,214.56,250.05,92.77,2568.33,328.25,46,Returned,2.5,Wrong Product Delivered,2,0
BKG-10609,2023-04-06 03:11:00,CUST00929,Suresh Kumar,Returning,Delhi,Birthday,App,UPI,Hampers & Combos,Festive Treat Hamper,2,2369.24,4738.48,0.238,1127.76,3610.72,2708.46,259.77,105.3,273.05,231.12,3577.7,33.02,40,Cancelled,2.1,No Complaint,1,1
BKG-10648,2023-04-06 11:42:00,CUST00898,Pooja Verma,Returning,Bangalore,Anniversary,Website,Credit Card,Custom Cakes,Choco Truffle Fondant,4,893.78,3575.12,0.008,28.6,3546.52,2382.91,130.39,84.04,258.17,579.7,3435.21,111.31,79,Delivered,3.9,No Complaint,2,1
BKG-10149,2023-04-06 17:22:00,CUST04264,Suresh Mehta,New,Hyderabad,Wedding,App,Credit Card,Cookies & Bars,Oatmeal Raisin Cookies,4,302.99,1211.96,0.095,115.14,1096.82,513.39,210.6,154.68,257.09,127.67,1263.43,-166.61,61,Delivered,3.6,Damaged Packaging,1,0
BKG-10396,2023-04-07 08:56:00,CUST01974,Arjun Reddy,Returning,Chennai,Corporate,Website,Cash on Delivery,Photo Cakes,Birthday Photo Cake,1,1410.17,1410.17,0.159,224.22,1185.95,677.92,235.78,78.96,232.35,74.06,1299.07,-113.12,71,Delivered,4.1,Wrong Product Delivered,2,1
BKG-11035,2023-04-07 10:58:00,CUST02030,Aditya Gupta,New,Delhi,Anniversary,App,Credit Card,Photo Cakes,Baby Shower Photo Cake,1,620.93,620.93,0.13,80.72,540.21,321.83,237.72,283.42,261.68,61.75,1166.4,-626.19,41,Delivered,4.1,Incorrect Customization,1,0
BKG-10646,2023-04-07 22:14:00,CUST08152,Simran Sharma,New,Delhi,Birthday,Phone,UPI,Photo Cakes,Wedding Photo Cake,1,1235.06,1235.06,0.08,98.8,1136.26,686.57,178.16,184.36,252.6,70.26,1371.95,-235.69,96,Delivered,2.9,Quality Issue,2,0
BKG-10425,2023-04-08 02:49:00,CUST05228,Arjun Joshi,New,Mumbai,Anniversary,Website,Debit Card,Photo Cakes,Anniversary Photo Cake,2,702.24,1404.48,0.034,47.75,1356.73,909.48,123.37,151.59,252.52,4.61,1441.57,-84.84,67,Delivered,2.9,No Complaint,1,0
BKG-11129,2023-04-08 12:40:00,CUST05755,Simran Sharma,New,Mumbai,Corporate,App,Net Banking,Cookies & Bars,Almond Biscotti,1,151.31,151.31,0.081,12.26,139.05,71.03,293.36,273.11,197.28,11.19,845.97,-706.92,52,Delivered,4.8,No Complaint,3,0
BKG-10260,2023-04-09 03:06:00,CUST01207,Aditya Iyer,Returning,Mumbai,Anniversary,App,Cash on Delivery,Cupcakes,Chocolate Fudge Cupcakes,2,353.77,707.54,0.167,118.16,589.38,301.04,282.63,127.89,169.79,125.22,1006.57,-417.19,50,Delivered,3.7,Quality Issue,1,1
BKG-10047,2023-04-09 03:21:00,CUST01704,Arjun Reddy,Returning,Mumbai,Anniversary,Website,Debit Card,Custom Cakes,Butterscotch Custom,1,1596.57,1596.57,0.019,30.33,1566.24,998.81,209.95,68.58,277.07,157.04,1711.45,-145.21,66,Delivered,3.4,Quality Issue,2,1
BKG-10264,2023-04-09 17:24:00,CUST08412,Nikhil Agarwal,New,Hyderabad,Baby Shower,App,UPI,Photo Cakes,Anniversary Photo Cake,4,1668.32,6673.28,0.085,567.23,6106.05,3652.29,182.25,277.07,213.45,537.44,4862.5,1243.55,59,Delivered,4.7,No Complaint,1,0
BKG-10838,2023-04-10 01:44:00,CUST04832,Simran Mishra,New,Delhi,Anniversary,App,UPI,Custom Cakes,Red Velvet Custom,2,2246.97,4493.94,0.009,40.45,4453.49,2658.61,184.77,253.14,221.01,884.06,4201.59,251.9,55,Cancelled,2.2,Late Delivery,1,0
BKG-10322,2023-04-10 08:06:00,CUST01763,Shreya Iyer,Returning,Pune,Anniversary,In-Store,UPI,Cupcakes,Red Velvet Cupcake Box,1,297.66,297.66,0.072,21.43,276.23,145.46,170.58,111.31,127.18,65.4,619.93,-343.7,60,Delivered,3.6,Late Delivery,3,1
BKG-10379,2023-04-11 08:30:00,CUST00748,Divya Mehta,Returning,Delhi,Birthday,App,UPI,Custom Cakes,Butterscotch Custom,3,3367.25,10101.75,0.075,757.63,9344.12,6143.81,167.28,83.68,180.85,1145.76,7721.38,1622.74,43,Delivered,3.8,Quality Issue,1,1
BKG-10023,2023-04-12 05:38:00,CUST00393,Amit Singh,Returning,Jaipur,Anniversary,Website,Wallet,Hampers & Combos,Festive Treat Hamper,1,2647.58,2647.58,0.166,439.5,2208.08,1533.6,208.73,102.2,221.02,211.0,2276.55,-68.47,68,Returned,1.7,Late Delivery,1,1
BKG-10387,2023-04-12 14:55:00,CUST08840,Priya Das,New,Kolkata,Anniversary,App,UPI,Photo Cakes,Anniversary Photo Cake,2,1334.42,2668.84,0.179,477.72,2191.12,1517.27,351.13,230.6,262.33,222.37,2583.7,-392.58,81,Delivered,4.1,No Complaint,2,0
BKG-10877,2023-04-13 00:07:00,CUST01699,Vikram Sharma,Returning,Jaipur,Wedding,App,Credit Card,Cupcakes,Red Velvet Cupcake Box,3,632.02,1896.06,0.05,94.8,1801.26,958.9,254.36,127.75,187.66,195.12,1723.79,77.47,77,Delivered,2.8,No Complaint,1,1
BKG-11114,2023-04-13 15:48:00,CUST09646,Aditya Sharma,New,Delhi,Birthday,In-Store,UPI,Custom Cakes,Vanilla Dream Custom,3,3175.3,9525.9,0.183,1743.24,7782.66,5051.21,358.97,283.2,176.79,654.15,6524.32,1258.34,61,Delivered,4.0,Wrong Product Delivered,2,0
BKG-10191,2023-04-14 13:21:00,CUST04641,Rajan Patel,New,Delhi,Corporate,Phone,Credit Card,Custom Cakes,Butterscotch Custom,2,1170.79,2341.58,0.079,184.98,2156.6,1355.67,156.44,324.07,208.55,198.66,2243.39,-86.79,78,Returned,2.3,Incorrect Customization,1,0
BKG-10475,2023-04-15 04:18:00,CUST00224,Meera Gupta,Returning,Hyderabad,Birthday,In-Store,Credit Card,Photo Cakes,Anniversary Photo Cake,1,1134.83,1134.83,0.126,142.99,991.84,587.09,207.0,89.05,122.71,9.36,1015.21,-23.37,52,Delivered,4.7,Damaged Packaging,1,1
BKG-11145,2023-04-15 06:04:00,CUST04176,Shreya Bose,New,Chennai,Wedding,Website,Credit Card,Photo Cakes,Birthday Photo Cake,2,1107.39,2214.78,0.102,225.91,1988.87,1283.62,225.86,337.5,239.41,283.47,2369.86,-380.99,63,Delivered,3.5,No Complaint,1,0
BKG-10773,2023-04-15 09:43:00,CUST03043,Karan Reddy,New,Hyderabad,Corporate,Website,Cash on Delivery,Designer Cakes,Tier Wedding Cake,2,4952.16,9904.32,0.214,2119.52,7784.8,5824.1,255.36,179.49,192.87,459.55,6911.37,873.43,69,Delivered,2.7,No Complaint,1,0
BKG-10507,2023-04-15 14:08:00,CUST08307,Priya Verma,New,Bangalore,Corporate,App,Credit Card,Hampers & Combos,Celebration Hamper,1,1064.67,1064.67,0.122,129.89,934.78,653.49,295.98,367.16,196.71,39.54,1552.88,-618.1,81,Delivered,4.5,Wrong Product Delivered,1,0
BKG-11185,2023-04-15 17:06:00,CUST00448,Karan Agarwal,Returning,Bangalore,Festival,Phone,Cash on Delivery,Hampers & Combos,Festive Treat Hamper,1,2027.25,2027.25,0.153,310.17,1717.08,1339.73,331.85,113.87,173.4,27.34,1986.19,-269.11,99,Delivered,2.4,No Complaint,1,1
BKG-10271,2023-04-16 04:55:00,CUST00766,Divya Singh,Returning,Mumbai,Corporate,App,UPI,Designer Cakes,Geode Crystal Cake,2,3109.41,6218.82,0.028,174.13,6044.69,3862.29,364.88,141.93,260.68,625.9,5255.68,789.01,43,Delivered,4.8,Damaged Packaging,2,1
BKG-10963,2023-04-16 11:47:00,CUST08140,Ananya Sharma,New,Delhi,Corporate,Website,UPI,Cupcakes,Oreo Stuffed Cupcakes,2,702.27,1404.54,0.181,254.22,1150.32,698.54,298.14,347.97,154.39,213.21,1712.25,-561.93,41,Delivered,3.6,Incorrect Customization,1,0
BKG-10687,2023-04-16 16:39:00,CUST05893,Rohan Verma,New,Mumbai,Valentine's Day,Website,Cash on Delivery,Cupcakes,Oreo Stuffed Cupcakes,4,249.98,999.92,0.125,124.99,874.93,522.02,209.83,258.51,168.75,163.15,1322.26,-447.33,70,Delivered,3.5,Wrong Product Delivered,2,0
BKG-10276,2023-04-17 17:25:00,CUST08966,Sneha Verma,New,Mumbai,Festival,App,UPI,Custom Cakes,Vanilla Dream Custom,1,840.49,840.49,0.001,0.84,839.65,563.01,258.77,371.37,185.78,135.34,1514.27,-674.62,72,Delivered,4.5,No Complaint,3,0
BKG-10671,2023-04-17 20:06:00,CUST01141,Suresh Reddy,Returning,Pune,Baby Shower,Website,UPI,Designer Cakes,Tier Wedding Cake,2,3764.23,7528.46,0.078,587.22,6941.24,4909.56,376.3,123.71,142.54,1343.69,6895.8,45.44,43,Cancelled,2.3,No Complaint,3,1
BKG-10737,2023-04-18 09:58:00,CUST07364,Sneha Verma,New,Pune,Wedding,Website,UPI,Custom Cakes,Butterscotch Custom,1,1067.03,1067.03,0.076,81.09,985.94,672.8,393.64,188.9,278.03,73.46,1606.83,-620.89,49,Delivered,4.6,Quality Issue,1,0
BKG-10852,2023-04-18 10:12:00,CUST00860,Divya Agarwal,Returning,Chennai,Festival,App,UPI,Hampers & Combos,Celebration Hamper,1,3811.56,3811.56,0.099,377.34,3434.22,2463.02,426.04,70.44,260.3,322.55,3542.35,-108.13,84,Returned,2.0,No Complaint,3,1
BKG-10772,2023-04-19 00:52:00,CUST03572,Sneha Mishra,New,Bangalore,Corporate,App,UPI,Hampers & Combos,Corporate Gift Hamper,2,2203.95,4407.9,0.121,533.36,3874.54,2519.71,271.06,232.27,200.38,153.19,3376.61,497.93,81,Delivered,4.2,Damaged Packaging,2,0
BKG-10817,2023-04-19 08:42:00,CUST05573,Aditya Iyer,New,Chennai,Corporate,Phone,Credit Card,Photo Cakes,Birthday Photo Cake,3,1265.88,3797.64,0.084,319.0,3478.64,2185.84,197.8,217.18,153.56,243.73,2998.11,480.53,87,Delivered,2.6,Wrong Product Delivered,1,0
BKG-10742,2023-04-19 22:47:00,CUST08437,Shreya Mishra,New,Chennai,Corporate,App,UPI,Cookies & Bars,Oatmeal Raisin Cookies,1,298.8,298.8,0.059,17.63,281.17,144.02,129.31,364.54,127.5,4.26,769.63,-488.46,78,Delivered,3.3,No Complaint,2,0
BKG-10460,2023-04-20 12:09:00,CUST09355,Nisha Nair,New,Delhi,Festival,In-Store,Credit Card,Photo Cakes,Wedding Photo Cake,1,879.17,879.17,0.205,180.23,698.94,479.36,181.42,193.09,277.38,85.63,1216.88,-517.94,37,Delivered,4.5,Incorrect Customization,1,0
BKG-10573,2023-04-20 13:30:00,CUST04124,Karan Gupta,New,Mumbai,Baby Shower,App,Cash on Delivery,Custom Cakes,Black Forest Custom,1,1656.76,1656.76,0.207,342.95,1313.81,905.62,298.4,344.08,148.37,105.65,1802.12,-488.31,20,Delivered,4.3,Incorrect Customization,2,0
BKG-11075,2023-04-20 13:56:00,CUST09194,Nikhil Agarwal,New,Delhi,Valentine's Day,App,Net Banking,Photo Cakes,Baby Shower Photo Cake,1,1987.46,1987.46,0.058,115.27,1872.19,1183.24,155.65,394.36,165.81,99.28,1998.34,-126.15,42,Delivered,4.0,Late Delivery,3,0
BKG-11118,2023-04-20 20:51:00,CUST03747,Pooja Agarwal,New,Delhi,Corporate,Website,UPI,Photo Cakes,Wedding Photo Cake,1,1882.81,1882.81,0.086,161.92,1720.89,1056.47,144.98,339.39,251.88,130.29,1923.01,-202.12,44,Delivered,4.0,Late Delivery,1,0
BKG-10418,2023-04-21 19:31:00,CUST00564,Aditya Kumar,Returning,Mumbai,Wedding,Website,Cash on Delivery,Cookies & Bars,Choco Chip Cookies,2,266.07,532.14,0.059,31.4,500.74,286.02,223.76,116.8,172.58,36.3,835.46,-334.72,84,Delivered,3.8,Quality Issue,1,1
BKG-10658,2023-04-21 22:09:00,CUST00467,Karan Sharma,Returning,Hyderabad,Birthday,Website,Debit Card,Designer Cakes,Tier Wedding Cake,1,4989.13,4989.13,0.235,1172.45,3816.68,2759.84,332.92,146.25,184.8,323.77,3747.58,69.1,43,Delivered,4.4,No Complaint,2,1
BKG-10827,2023-04-22 03:20:00,CUST06190,Priya Nair,New,Bangalore,Birthday,Website,Debit Card,Cupcakes,Vanilla Rainbow Cupcakes,1,743.04,743.04,0.167,124.09,618.95,363.19,306.6,161.18,178.82,75.63,1085.42,-466.47,80,Delivered,3.1,Missing Item,3,0
BKG-10197,2023-04-22 04:22:00,CUST00695,Amit Sharma,Returning,Kolkata,Corporate,In-Store,Credit Card,Photo Cakes,Graduation Photo Cake,1,1243.0,1243.0,0.058,72.09,1170.91,684.36,185.64,116.41,232.62,0.29,1219.32,-48.41,64,Delivered,3.6,Quality Issue,2,1
BKG-10925,2023-04-22 19:40:00,CUST01011,Nikhil Gupta,Returning,Jaipur,Birthday,Phone,UPI,Photo Cakes,Graduation Photo Cake,1,1440.28,1440.28,0.032,46.09,1394.19,920.33,366.97,104.42,187.36,45.05,1624.13,-229.94,125,Delivered,2.9,Damaged Packaging,2,1
BKG-10211,2023-04-22 22:12:00,CUST09534,Ananya Das,New,Jaipur,Corporate,App,Credit Card,Cupcakes,Red Velvet Cupcake Box,5,259.21,1296.05,0.171,221.62,1074.43,594.42,165.83,244.9,154.28,58.68,1218.11,-143.68,112,Delivered,1.7,Late Delivery,2,0
